,Company_name,Bar_origin,Ref,Review_date,Cocoa_percentage,Company_location,Rating,Bean_origin
954,L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3.5,Nicaragua
955,L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3.0,Venezuela
956,L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3.0,Venezuela
957,L'Amourette,Blend,853,2012,72%,U.S.A.,3.0,"Peru, Ecuador, Venezuela"
958,Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70%,U.S.A.,3.5,Honduras
959,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3.25,Belize
960,Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25,Liberia
961,Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25,Bolivia
962,Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3.5,Trinidad
963,Letterpress,San Andres,1566,2015,70%,U.S.A.,3.0,Costa Rica
964,Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3.25,Domincan Republic
965,Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.5,Tanzania
966,Letterpress,Maranura,1371,2014,70%,U.S.A.,3.5,Peru
967,Levy,Sambirano,1231,2014,71%,Finland,3.5,Madagascar
968,Lilla,Madagascar,1856,2016,70%,Finland,3.0,Madagascar
969,Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.5,Peru
970,Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3.5,Bolivia
971,Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75,Peru
972,Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75,"Venezuela, Dom. Rep."
973,Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3.0,Dominican Republic
974,Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.5,Bolivia
975,Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3.0,nan
976,Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.5,Puerto Rico
977,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70%,U.S.A.,3.75,Hawaii
978,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3.25,Hawaii
979,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75%,U.S.A.,3.75,Hawaii
980,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3.0,Hawaii
981,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3.0,Hawaii
982,Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70%,U.S.A.,3.5,Hawaii
983,Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2.0,Nicaragua
984,Luker,Selva,552,2010,46%,Colombia,2.75,"Colombia, Ecuador"
985,Luker,Macondo,552,2010,60%,Colombia,3.0,"Colombia, Ecuador"
986,Luker,Misterio,552,2010,58%,Colombia,3.0,"Colombia, Ecuador"
987,Luker,Santander,552,2010,65%,Colombia,3.5,Colombia
988,Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.5,Peru
989,Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25,Peru
990,Madecasse (Cinagra),Madagascar,284,2008,67%,Madagascar,3.5,Madagascar
991,Madecasse (Cinagra),Madagascar,284,2008,70%,Madagascar,3.75,Madagascar
992,Madecasse (Cinagra),Madagascar,284,2008,63%,Madagascar,4.0,Madagascar
993,Madecasse (Cinagra),Madagascar,288,2008,75%,Madagascar,3.5,Madagascar
994,Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.5,Solomon Islands
995,Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75,Puerto Rico
996,Madre,Brazil,1085,2013,70%,U.S.A.,3.5,Brazil
997,Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,2.75,Hawaii
998,Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,2.75,Mexico
999,Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3.25,Hawaii
1000,Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Hawaii
1001,Madre,Kaua'i,995,2012,70%,U.S.A.,3.5,Hawaii
1002,Madre,Dominican,672,2011,70%,U.S.A.,2.5,Dominican Republic
1003,Madre,Upala,693,2011,70%,U.S.A.,2.75,Costa Rica
1004,Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,2.75,Mexico
1005,Maglio,Africa,300,2008,75%,Italy,2.0,Tanzania
1006,Maglio,Ecuador,308,2008,70%,Italy,3.0,Ecuador
1007,Maglio,Cuba,308,2008,70%,Italy,3.25,Cuba
1008,Maglio,Santo Domingo,308,2008,70%,Italy,3.75,Dominican Republic
1009,Majani,Ecuador,531,2010,70%,Italy,2.0,Ecuador
1010,Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,2.75,Madagascar
1011,Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73%,Madagascar,3.5,Madagascar
1012,Malagos,"Davao, Mt. Talamo foothills",1121,2013,65%,Philippines,3.5,Philippines
1013,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55%,U.S.A.,3.5,Hawaii
1014,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Hawaii
1015,Malmo,Chuao,1856,2016,70%,Sweden,3.0,Venezuela
1016,Mana,Ecuador,1446,2015,74%,U.S.A.,2.5,Ecuador
1017,Mana,Peru,1219,2014,74%,U.S.A.,2.5,Peru
1018,Mana,Venezuela,1219,2014,74%,U.S.A.,2.75,Venezuela
1019,Mana,Conacado,821,2012,74%,U.S.A.,3.75,Dominican Republic
1020,Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75,Colombia
1021,Manoa,Markham Valley,1522,2015,72%,U.S.A.,3.5,Papua New Guinea
1022,Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75,Costa Rica
1023,Manoa,"Waiahole, O'ahu",1089,2013,72%,U.S.A.,3.75,Hawaii
1024,Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3.25,Liberia
1025,Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,2.75,Hawaii
1026,Manoa,Piura,1007,2012,72%,U.S.A.,3.0,Peru
1027,Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3.25,Hawaii
1028,Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75,Nicaragua
1029,Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3.5,Peru
1030,Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Venezuela
1031,Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3.5,Colombia
1032,Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25,Dominican Republic
1033,Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.5,Ghana
1034,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25,Ecuador
1035,Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Vietnam
1036,Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3.5,Dominican Republic
1037,Map Chocolate,"Maranon, 2014",1474,2015,62%,U.S.A.,3.5,Peru
1038,Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3.5,Ecuador
1039,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinidad
1040,Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70%,U.S.A.,3.5,Nicaragua
1041,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3.5,Peru
1042,Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75,Colombia
1043,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3.0,Tanzania
1044,Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3.5,Honduras
1045,Marana,Piura,1872,2016,70%,Peru,3.0,Peru
1046,Marana,Cusco,1884,2016,70%,Peru,2.75,Peru
1047,Marana,San Martin,1884,2016,70%,Peru,3.0,Peru
1048,Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3.25,nan
1049,Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Vietnam
1050,Marou,Ben Tre,1650,2015,68%,Vietnam,3.5,Vietnam
1051,Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Vietnam
1052,Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3.5,Vietnam
1053,Marou,Ba Ria,845,2012,76%,Vietnam,3.5,Vietnam
1054,Marou,Dong Nai,845,2012,72%,Vietnam,3.5,Vietnam
1055,Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3.5,Vietnam
1056,Marou,Ben Tre,849,2012,78%,Vietnam,3.5,Vietnam
1057,Marou,Tien Giang,895,2012,80%,Vietnam,3.0,Vietnam
1058,Marou,Lam Dong,955,2012,74%,Vietnam,3.5,Vietnam
1059,Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3.0,Costa Rica
1060,Mars,Ivory Coast,544,2010,65%,U.S.A.,3.0,Ivory Coast
1061,Mars,Nigeria,544,2010,65%,U.S.A.,3.25,Nigeria
1062,Mars,"Ghana, prototype",544,2010,65%,U.S.A.,3.5,Ghana
1063,Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2.25,Dominican Republic
1064,Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2.5,Dominican Republic
1065,Martin Mayer,Alto Beni,1836,2016,76%,Austria,2.75,Bolivia
1066,Martin Mayer,Pisa,1836,2016,82%,Austria,3.0,Haiti
1067,Martin Mayer,Tumaco,1836,2016,74%,Austria,3.25,Colombia
1068,Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3.0,Guatemala
1069,Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25,Tanzania
1070,Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,"Peru, Belize"
1071,Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3.5,"Peru, Mad., Dom. Rep."
1072,Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.5,nan
1073,Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Venezuela
1074,Mast Brothers,Brooklyn Blend,672,2011,72%,U.S.A.,3.5,nan
1075,Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3.0,Venezuela
1076,Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3.0,Venezuela
1077,Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,2.75,Venezuela
1078,Mast Brothers,Moho River,773,2011,70%,U.S.A.,3.5,Belize
1079,Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,2.75,Papua New Guinea
1080,Mast Brothers,San Martin,777,2011,75%,U.S.A.,3.0,Peru
1081,Mast Brothers,Conacado,777,2011,73%,U.S.A.,3.25,Dominican Republic
1082,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74%,U.S.A.,3.75,Dominican Republic
1083,Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Venezuela
1084,Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3.0,Venezuela
1085,Mast Brothers,"Dominican Republic, Coop",572,2010,70%,U.S.A.,3.25,Dominican Republic
1086,Matale,"Malekula P., 2013",1177,2013,72%,Australia,3.5,Vanuatu
1087,Matale,"Somia, 2013",1177,2013,68%,Australia,4.0,Madagascar
1088,Matale,"Kulili P., 2013",1177,2013,74%,Australia,4.0,Papua New Guinea
1089,Matale,Blend,1181,2013,70%,Australia,3.75,"PNG, Vanuatu, Mad"
1090,Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3.25,Belize
1091,Maverick,Elvesia,1367,2014,70%,U.S.A.,3.25,Dominican Republic
1092,Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Peru
1093,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63%,U.S.A.,3.5,Peru
1094,Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3.0,Domincan Republic
1095,Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2.5,Bolivia
1096,Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75,Venezuela
1097,Meadowlands,Belize,1287,2014,70%,U.S.A.,3.0,Belize
1098,Meadowlands,"Nicaragua, w/ inbs",1291,2014,70%,U.S.A.,3.0,Nicaragua
1099,Meadowlands,Dominican Republic,1291,2014,70%,U.S.A.,3.5,Dominican Republic
1100,Menakao (aka Cinagra),Madagascar,837,2012,80%,Madagascar,2.5,Madagascar
1101,Menakao (aka Cinagra),Madagascar,841,2012,72%,Madagascar,2.5,Madagascar
1102,Mesocacao,El Salvador,1494,2015,80%,Honduras,2.75,El Salvador
1103,Mesocacao,El Salvador,1494,2015,70%,Honduras,3.0,El Salvador
1104,Mesocacao,Honduras,1347,2014,80%,Honduras,3.25,Honduras
1105,Mesocacao,Honduras,1347,2014,70%,Honduras,3.5,Honduras
1106,Mesocacao,"La Tronca, Matagalpa",1351,2014,70%,Honduras,3.25,Nicaragua
1107,Mesocacao,"La Tronca, Matagalpa",1351,2014,80%,Honduras,3.5,Nicaragua
1108,Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70%,Sweden,3.0,Brazil
1109,Metiisto,Akesson Estate,1267,2014,72%,Sweden,3.5,Madagascar
1110,Metropolitan,South America,1688,2015,70%,Amsterdam,3.5,South America
1111,Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66%,France,3.75,Mexico
1112,Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66%,France,3.5,Venezuela
1113,Michel Cluizel,Vila Gracinda,135,2007,67%,France,3.5,Sao Tome
1114,Michel Cluizel,Carre Amer,24,2006,60%,France,2.0,nan
1115,Michel Cluizel,Carre Grand Noir,24,2006,85%,France,2.0,nan
1116,Michel Cluizel,Tamarina,24,2006,70%,France,3.0,Sao Tome
1117,Michel Cluizel,Los Ancones P.,24,2006,67%,France,4.0,Dominican Republic
1118,Michel Cluizel,Mangaro P.,24,2006,65%,France,4.0,Madagascar
1119,Michel Cluizel,Maralumi P.,24,2006,64%,France,4.0,Papua New Guinea
1120,Michel Cluizel,Noir Infini,81,2006,99%,France,2.0,nan
1121,Middlebury,Maya Mountain,1490,2015,80%,U.S.A.,3.5,Belize
1122,Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3.5,Trinidad
1123,Middlebury,Oko Caribe,1490,2015,75%,U.S.A.,3.75,Dominican Republic
1124,Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75%,U.S.A.,3.75,Venezuela
1125,Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25,Tanzania
1126,Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70%,U.S.A.,3.5,Nicaragua
1127,Middlebury,La Red,1117,2013,75%,U.S.A.,2.5,Dominican Republic
1128,Middlebury,Belize,1117,2013,80%,U.S.A.,3.25,Belize
1129,Middlebury,Houseblend,887,2012,65%,U.S.A.,1.5,nan
1130,Middlebury,Alto Beni,887,2012,75%,U.S.A.,2.0,Bolivia
1131,Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2.5,Indonesia
1132,Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2.5,Ecuador
1133,Millcreek Cacao Roasters,Ecuador,825,2012,70%,U.S.A.,3.5,Ecuador
1134,Mindo,Ecuador,607,2010,67%,U.S.A.,2.75,Ecuador
1135,Mindo,Ecuador,607,2010,77%,U.S.A.,2.75,Ecuador
1136,Minimal,"Acul-du-Nord, 2015",1920,2016,70%,Japan,3.5,Haiti
1137,Mission,"Fazenda Camboa, Bahia",1880,2016,75%,Brazil,3.75,Brazil
1138,Mission,"Bahia, Fazenda Venturosa",1626,2015,70%,Brazil,3.5,Brazil
1139,Mita,Tumaco,955,2012,65%,Colombia,2.5,Colombia
1140,Moho,"Toledo District, w/ nibs",1026,2013,73%,U.S.A.,3.25,Belize
1141,Moho,Toledo District,1030,2013,72%,U.S.A.,3.0,Belize
1142,Moho,"Umoho R., Toledo District, San Felipe",607,2010,67%,U.S.A.,2.75,Belize
1143,Molucca,La Red,1614,2015,70%,U.S.A.,3.0,Domincan Republic
1144,Molucca,Indonesia,1618,2015,70%,U.S.A.,2.75,Indonesia
1145,Molucca,Peru,1618,2015,70%,U.S.A.,3.25,Peru
1146,Momotombo,Matagalpa,661,2011,70%,Nicaragua,2.75,Nicaragua
1147,Momotombo,Mombacho,661,2011,70%,Nicaragua,2.75,Nicaragua
1148,Momotombo,Oscuro,772,2011,70%,Nicaragua,3.25,Nicaragua
1149,Monarque,Oko Caribe,1812,2016,72%,Canada,3.5,Dominican Republic
1150,Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3.25,Papua New Guinea
1151,Montecristi,Manabi,1654,2015,70%,Ecuador,3.25,Ecuador
1152,Montecristi,Manabi,1654,2015,63%,Ecuador,3.5,Ecuador
1153,Montecristi,Manabi,1658,2015,85%,Ecuador,3.5,Ecuador
1154,Muchomas (Mesocacao),Nicaragua,1462,2015,70%,U.S.A.,3.5,Nicaragua
1155,Muchomas (Mesocacao),Nicaragua,1462,2015,80%,U.S.A.,3.5,Nicaragua
1156,Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,2.75,Tanzania
1157,Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71%,U.S.A.,2.75,Domincan Republic
1158,Mutari,"Ambanja, batch 1 SRB",1900,2016,68%,U.S.A.,2.75,Madagascar
1159,Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3.0,Vietnam
1160,Nahua,"Costa Rica, Oscuro",1049,2013,58%,Costa Rica,2.5,Costa Rica
1161,Nahua,"Costa Rica, Oscuro",1049,2013,70%,Costa Rica,3.0,Costa Rica
1162,Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75,"Trinidad, Tobago"
1163,Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78%,Lithuania,3.75,Peru
1164,Naive,Grenada,867,2012,71%,Lithuania,2.5,Grenada
1165,Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Nicaragua
1166,Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Venezuela
1167,Na�ve,Barinas,1399,2014,70%,Lithuania,3.0,Venezuela
1168,Nanea,Criollo Blend,1007,2013,85%,U.S.A.,3.5,Hawaii
1169,Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25,Peru
1170,Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.5,Dominican Republic
1171,Nathan Miller,Madagascar,1403,2014,73.5%,U.S.A.,2.5,Madagascar
1172,Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.5,Ghana
1173,Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.5,Papua New Guinea
1174,Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinidad
1175,Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1.0,nan
1176,Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2.0,West Africa
1177,Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,2.75,Sao Tome
1178,Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3.0,Venezuela
1179,Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Venezuela
1180,Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Dominican Republic
1181,Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3.0,Madagascar
1182,Nibble,Tumbes,1526,2015,72%,U.S.A.,3.0,Peru
1183,Night Owl,Peru,1022,2013,75%,U.S.A.,2.75,Peru
1184,Night Owl,Ecuador,1022,2013,75%,U.S.A.,3.5,Ecuador
1185,Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3.0,Ghana
1186,Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3.0,Belize
1187,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3.25,Peru
1188,Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3.0,Venezuela
1189,Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3.0,Ecuador
1190,Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3.0,Nicaragua
1191,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Niacragua,2.75,Nicaragua
1192,Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3.25,Ecuador
1193,Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75,Ghana
1194,Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,2.75,Ecuador
1195,Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3.0,Venezuela
1196,Nuance,"Sambirano Valley, 2012",1458,2015,70%,U.S.A.,3.5,Madagascar
1197,Nuance,La Red,1470,2015,70%,U.S.A.,3.75,Dominican Republic
1198,Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3.5,Brazil
1199,Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.5,Jamaica
1200,Obolo,Pangoa,1638,2015,70%,Chile,3.75,Peru
1201,Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75,Peru
1202,Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Congo
1203,Ocelot,Piura,1558,2015,75%,Scotland,4.0,Peru
1204,Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75,Samoa
1205,Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3.5,Samoa
1206,Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,2.75,Papua New Guinea
1207,Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3.0,Papua New Guinea
1208,Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3.25,Papua New Guinea
1209,Ocho,"PNG, Nib Bar",1411,2014,74%,New Zealand,3.5,Papua New Guinea
1210,Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75,Trinidad
1211,Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3.0,Tanzania
1212,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3.5,Bolivia
1213,Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3.0,Dominican Republic
1214,Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3.0,Ghana
1215,Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75,"Ghana, Domin. Rep"
1216,Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3.0,"Ghana, Domin. Rep"
1217,Olivia,Carribean-Raw,688,2011,76%,Canada,2.0,Carribean
1218,Olivia,Carribean,688,2011,76%,Canada,2.75,Carribean
1219,Olivia,Carribean,688,2011,85%,Canada,2.75,Carribean
1220,Olivia,Carribean-Raw,688,2011,85%,Canada,3.0,Carribean
1221,Omanhene,Ghana,693,2011,80%,Ghana,2.75,Ghana
1222,Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75,Tanzania
1223,Omnom,Papua New Guinea,1247,2014,70%,Iceland,3.0,Papua New Guinea
1224,Omnom,Madagascar,1247,2014,66%,Iceland,3.5,Madagascar
1225,organicfair,Maya Mountain,1161,2013,74%,Canada,2.75,Belize
1226,organicfair,La Red,1165,2013,72%,Canada,2.75,Dominican Republic
1227,organicfair,Nicaraqua,1165,2013,72%,Canada,2.75,Nicaragua
1228,organicfair,Caribe,1165,2013,72%,Canada,3.0,Dominican Republic
1229,organicfair,Mindo,1165,2013,72%,Canada,3.0,Ecuador
1230,Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75,Papua New Guinea
1231,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3.25,nan
1232,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66%,Switzerland,3.75,Bolivia
1233,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3.0,Congo
1234,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3.0,Peru
1235,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3.25,Bolivia
1236,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3.0,Hawaii
1237,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60%,U.S.A.,3.0,Hawaii
1238,Orquidea,Peru,859,2012,65%,Peru,3.0,Peru
1239,Orquidea,Peru,859,2012,72%,Peru,3.0,Peru
1240,Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70%,Ecuador,4.0,Colombia
1241,Pacari,Garaua,1415,2014,70%,Ecuador,3.25,Ecuador
1242,Pacari,Cumbia,1415,2014,70%,Ecuador,3.5,Ecuador
1243,Pacari,Montubia,1415,2014,70%,Ecuador,3.75,Ecuador
1244,Pacari,Tangara,1415,2014,70%,Ecuador,4.0,Ecuador
1245,Pacari,"Ecuador, raw",817,2012,85%,Ecuador,2.75,Ecuador
1246,Pacari,Piura,863,2012,70%,Ecuador,4.0,Peru
1247,Pacari,Nube- prototype,721,2011,70%,Ecuador,3.5,Ecuador
1248,Pacari,Esmeraldas,224,2008,60%,Ecuador,2.5,Ecuador
1249,Pacari,Manabi,224,2008,65%,Ecuador,2.75,Ecuador
1250,Pacari,Los Rios,224,2008,72%,Ecuador,3.0,Ecuador
1251,Pacari,Raw,266,2008,100%,Ecuador,2.0,Ecuador
1252,Pacari,Raw,266,2008,70%,Ecuador,3.5,Ecuador
1253,Palette de Bine,Lachua,1720,2016,70%,Canada,2.75,Guatemala
1254,Palette de Bine,Maya Mtn,1720,2016,72%,Canada,3.0,Belize
1255,Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3.25,Bolivia
1256,Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3.25,Trinidad
1257,Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3.5,Tanzania
1258,Palette de Bine,Lam Dong,1574,2015,72%,Canada,3.75,Vietnam
1259,Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,2.75,Bolivia
1260,Palette de Bine,Sambirano,1239,2014,78%,Canada,3.75,Madagascar
1261,Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,2.75,Ecuador
1262,Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3.5,"Trinidad, Ecuador"
1263,Palette de Bine,Gran Couva,1399,2014,70%,Canada,3.75,Trinidad
1264,Pangea,Matasawalevu,1860,2016,76%,Spain,3.0,Fiji
1265,Park 75,South America,1363,2014,65%,U.S.A.,3.5,South America
1266,Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25,Tanzania
1267,Parliament,"Lachua, Q'egchi families",1542,2015,70%,U.S.A.,3.5,Guatemala
